FileFormat,CSV
Year,2021
Month,05
Day,03
Hour,18
Minute,48
Second,52
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"2968"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,Temperature,RH,Speed,Direction,Latitude,Longitude,Altitude,gpsalt
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m,m
Data, 277.0, 759.48, 1.24,91.90,  5.85,255.84, 40.58521,-105.15847,, 2396.6
Data, 278.0, 759.23, 1.24,91.90,  6.29,260.38, 40.58520,-105.15854,, 2398.7
Data, 279.0, 758.97, 1.24,91.80,  6.85,262.03, 40.58519,-105.15862,, 2400.9
Data, 280.0, 758.68, 1.21,91.80,  6.82,258.91, 40.58518,-105.15870,, 2403.9
Data, 281.0, 758.49, 1.21,91.80,  6.69,256.34, 40.58516,-105.15877,, 2406.2
Data, 282.0, 758.23, 1.20,91.80,  6.45,252.53, 40.58514,-105.15884,, 2408.6
Data, 283.0, 758.02, 1.20,91.80,  5.84,249.10, 40.58512,-105.15891,, 2411.2
Data, 284.0, 757.80, 1.21,91.80,  5.70,247.97, 40.58510,-105.15897,, 2413.8
Data, 285.0, 757.53, 1.21,91.70,  5.82,249.07, 40.58508,-105.15903,, 2416.2
Data, 286.0, 757.33, 1.21,91.60,  5.67,250.25, 40.58507,-105.15909,, 2418.9
Data, 287.0, 757.13, 1.23,91.50,  5.54,252.42, 40.58506,-105.15915,, 2421.4
Data, 288.0, 756.88, 1.24,91.40,  5.47,252.88, 40.58505,-105.15921,, 2424.0
Data, 289.0, 756.63, 1.23,91.40,  5.71,255.29, 40.58503,-105.15928,, 2426.8
Data, 290.0, 756.35, 1.20,91.20,  5.60,257.40, 40.58502,-105.15934,, 2429.4
Data, 291.0, 756.18, 1.21,91.10,  5.87,259.56, 40.58502,-105.15941,, 2431.4
Data, 292.0, 755.90, 1.21,91.10,  6.16,260.00, 40.58501,-105.15949,, 2433.6
Data, 293.0, 755.68, 1.23,91.00,  6.48,259.63, 40.58500,-105.15956,, 2436.2
Data, 294.0, 755.50, 1.21,91.00,  6.52,259.75, 40.58498,-105.15964,, 2438.5
Data, 295.0, 755.22, 1.21,90.90,  6.73,260.72, 40.58497,-105.15972,, 2441.4
Data, 296.0, 755.04, 1.23,90.80,  6.64,260.12, 40.58496,-105.15980,, 2444.2
Data, 297.0, 754.77, 1.20,90.70,  6.33,261.39, 40.58495,-105.15988,, 2447.1
Data, 298.0, 754.52, 1.19,90.50,  6.37,261.77, 40.58494,-105.15995,, 2449.6
Data, 299.0, 754.29, 1.19,90.40,  6.42,261.80, 40.58493,-105.16002,, 2452.1
Data, 300.0, 754.03, 1.20,90.30,  6.38,261.09, 40.58492,-105.16010,, 2454.4
Data, 301.0, 753.84, 1.18,90.20,  6.13,261.53, 40.58491,-105.16017,, 2456.9
Data, 302.0, 753.58, 1.19,90.00,  6.16,260.63, 40.58490,-105.16025,, 2459.5
Data, 303.0, 753.38, 1.19,89.70,  6.13,259.25, 40.58488,-105.16032,, 2462.1
Data, 304.0, 753.14, 1.18,89.40,  6.27,258.50, 40.58487,-105.16039,, 2464.6
Data, 305.0, 752.87, 1.19,89.20,  6.60,258.82, 40.58486,-105.16047,, 2467.2
Data, 306.0, 752.67, 1.18,88.90,  6.72,258.57, 40.58484,-105.16054,, 2469.4
Data, 307.0, 752.44, 1.19,88.70,  6.95,258.36, 40.58483,-105.16062,, 2471.2
Data, 308.0, 752.23, 1.17,88.50,  6.84,260.71, 40.58482,-105.16070,, 2473.3
Data, 309.0, 751.95, 1.17,88.40,  6.96,261.06, 40.58480,-105.16078,, 2476.1
Data, 310.0, 751.65, 1.15,88.40,  7.15,259.74, 40.58479,-105.16087,, 2478.9
Data, 311.0, 751.39, 1.13,88.40,  7.44,257.97, 40.58477,-105.16095,, 2481.7
Data, 312.0, 751.15, 1.10,88.50,  7.38,255.62, 40.58475,-105.16102,, 2484.6
Data, 313.0, 750.90, 1.10,88.50,  7.26,252.99, 40.58472,-105.16110,, 2487.6
Data, 314.0, 750.66, 1.09,88.50,  6.71,250.04, 40.58470,-105.16117,, 2490.2
Data, 315.0, 750.36, 1.08,88.60,  6.16,249.31, 40.58467,-105.16123,, 2492.9
Data, 316.0, 750.12, 1.05,88.60,  5.48,248.36, 40.58465,-105.16129,, 2495.0
Data, 317.0, 749.94, 1.04,88.60,  5.34,248.37, 40.58463,-105.16135,, 2497.6
Data, 318.0, 749.74, 1.05,88.70,  5.43,250.47, 40.58462,-105.16141,, 2499.9
Data, 319.0, 749.50, 1.04,88.70,  5.69,253.41, 40.58460,-105.16147,, 2502.2
Data, 320.0, 749.29, 1.02,88.70,  5.73,254.36, 40.58459,-105.16153,, 2504.5
Data, 321.0, 749.08, 1.01,88.80,  5.95,255.69, 40.58458,-105.16160,, 2506.4
Data, 322.0, 748.86, 1.02,88.80,  6.23,258.86, 40.58456,-105.16166,, 2507.9
Data, 323.0, 748.68, 1.01,88.80,  6.74,259.31, 40.58455,-105.16174,, 2509.9
Data, 324.0, 748.48, 1.00,88.80,  6.88,260.76, 40.58454,-105.16182,, 2512.0
Data, 326.0, 748.06, 1.01,88.70,  6.64,260.21, 40.58452,-105.16197,, 2515.9
Data, 327.0, 747.84, 0.98,88.70,  6.51,257.23, 40.58450,-105.16205,, 2518.1
Data, 328.0, 747.64, 0.98,88.60,  6.74,255.20, 40.58448,-105.16212,, 2520.7
Data, 329.0, 747.46, 0.95,88.60,  6.99,255.74, 40.58446,-105.16220,, 2522.9
Data, 330.0, 747.26, 0.96,88.60,  6.98,258.64, 40.58445,-105.16228,, 2525.0
Data, 331.0, 747.04, 0.96,88.60,  6.08,261.19, 40.58444,-105.16236,, 2527.8
Data, 332.0, 746.79, 0.96,88.60,  5.90,261.92, 40.58443,-105.16243,, 2530.5
Data, 333.0, 746.60, 0.95,88.60,  5.74,260.34, 40.58442,-105.16249,, 2532.9
Data, 334.0, 746.35, 0.95,88.60,  6.43,257.35, 40.58440,-105.16256,, 2535.2
Data, 335.0, 746.14, 0.95,88.60,  7.08,257.20, 40.58438,-105.16264,, 2538.0
Data, 336.0, 745.89, 0.94,88.50,  7.12,260.04, 40.58437,-105.16273,, 2540.8
Data, 337.0, 745.67, 0.93,88.50,  6.55,267.03, 40.58437,-105.16281,, 2543.4
Data, 338.0, 745.42, 0.93,88.50,  5.94,266.17, 40.58436,-105.16288,, 2545.6
Data, 339.0, 745.20, 0.93,88.40,  6.01,261.62, 40.58435,-105.16295,, 2548.2
Data, 340.0, 744.92, 0.91,88.40,  6.61,259.44, 40.58434,-105.16302,, 2551.2
Data, 341.0, 744.70, 0.90,88.40,  6.49,262.47, 40.58433,-105.16310,, 2554.0
Data, 342.0, 744.48, 0.89,88.30,  5.70,265.10, 40.58432,-105.16317,, 2556.0
Data, 343.0, 744.23, 0.87,88.30,  5.41,262.23, 40.58432,-105.16323,, 2558.4
Data, 344.0, 744.03, 0.86,88.30,  5.92,259.08, 40.58430,-105.16330,, 2560.9
Data, 345.0, 743.82, 0.86,88.30,  6.39,260.84, 40.58429,-105.16337,, 2563.4
Data, 346.0, 743.58, 0.85,88.20,  6.06,265.12, 40.58429,-105.16345,, 2566.4
Data, 347.0, 743.33, 0.83,88.20,  5.58,263.40, 40.58428,-105.16351,, 2568.8
Data, 348.0, 743.08, 0.82,88.20,  5.74,259.74, 40.58427,-105.16358,, 2571.6
Data, 349.0, 742.88, 0.82,88.20,  6.41,257.77, 40.58425,-105.16365,, 2574.2
Data, 350.0, 742.64, 0.80,88.20,  6.68,260.11, 40.58424,-105.16373,, 2576.5
Data, 351.0, 742.43, 0.80,88.20,  6.18,263.51, 40.58424,-105.16380,, 2578.7
Data, 352.0, 742.19, 0.80,88.20,  5.69,264.11, 40.58424,-105.16387,, 2580.9
Data, 353.0, 741.98, 0.80,88.10,  5.59,261.25, 40.58423,-105.16393,, 2582.9
Data, 354.0, 741.81, 0.78,88.10,  6.26,257.86, 40.58421,-105.16400,, 2585.1
Data, 355.0, 741.59, 0.78,88.10,  6.84,257.25, 40.58420,-105.16408,, 2587.6
Data, 356.0, 741.35, 0.78,88.10,  6.60,261.00, 40.58419,-105.16416,, 2589.8
Data, 357.0, 741.11, 0.79,88.10,  6.16,264.49, 40.58419,-105.16424,, 2592.1
Data, 358.0, 740.92, 0.80,88.10,  5.63,266.15, 40.58419,-105.16430,, 2593.9
Data, 359.0, 740.70, 0.80,88.10,  5.63,264.62, 40.58418,-105.16437,, 2596.1
Data, 360.0, 740.49, 0.80,88.10,  5.82,262.06, 40.58417,-105.16443,, 2598.1
Data, 361.0, 740.26, 0.82,88.00,  6.17,260.34, 40.58416,-105.16450,, 2600.0
Data, 362.0, 740.07, 0.81,88.00,  6.67,259.74, 40.58415,-105.16458,, 2602.3
Data, 363.0, 739.82, 0.82,87.90,  6.71,261.95, 40.58414,-105.16466,, 2604.8
Data, 364.0, 739.58, 0.81,87.80,  6.31,265.16, 40.58414,-105.16474,, 2607.1
Data, 365.0, 739.38, 0.83,87.80,  5.68,265.50, 40.58414,-105.16481,, 2609.6
Data, 366.0, 739.15, 0.83,87.70,  5.38,263.49, 40.58413,-105.16487,, 2612.1
Data, 367.0, 738.91, 0.84,87.60,  5.89,260.17, 40.58412,-105.16494,, 2614.5
Data, 368.0, 738.70, 0.84,87.60,  6.40,258.62, 40.58411,-105.16501,, 2616.8
Data, 369.0, 738.44, 0.85,87.50,  6.63,258.97, 40.58409,-105.16509,, 2619.2
Data, 370.0, 738.21, 0.86,87.40,  6.27,261.41, 40.58408,-105.16516,, 2622.2
Data, 371.0, 737.93, 0.85,87.30,  5.56,264.81, 40.58408,-105.16523,, 2624.5
Data, 372.0, 737.67, 0.83,87.20,  4.86,264.33, 40.58408,-105.16529,, 2627.1
Data, 373.0, 737.45, 0.84,87.10,  4.65,260.34, 40.58407,-105.16534,, 2629.3
Data, 374.0, 737.21, 0.85,87.00,  4.99,255.98, 40.58406,-105.16540,, 2631.9
Data, 375.0, 737.02, 0.85,86.90,  5.81,256.58, 40.58404,-105.16546,, 2634.7
Data, 376.0, 736.79, 0.83,86.80,  5.92,261.40, 40.58404,-105.16553,, 2637.2
Data, 377.0, 736.54, 0.83,86.70,  5.19,265.36, 40.58404,-105.16560,, 2639.3
Data, 378.0, 736.31, 0.83,86.60,  4.87,264.09, 40.58403,-105.16565,, 2641.8
Data, 379.0, 736.08, 0.83,86.60,  5.45,259.61, 40.58402,-105.16571,, 2644.2
Data, 380.0, 735.85, 0.81,86.50,  6.05,258.53, 40.58401,-105.16578,, 2646.3
Data, 381.0, 735.63, 0.83,86.40,  5.76,261.99, 40.58400,-105.16585,, 2649.2
Data, 382.0, 735.45, 0.81,86.30,  4.97,263.86, 40.58400,-105.16591,, 2651.2
Data, 383.0, 735.23, 0.83,86.30,  4.95,260.91, 40.58399,-105.16597,, 2653.4
Data, 384.0, 734.98, 0.82,86.20,  6.02,255.18, 40.58397,-105.16603,, 2656.0
Data, 385.0, 734.81, 0.82,86.10,  6.20,257.97, 40.58396,-105.16610,, 2658.3
Data, 386.0, 734.56, 0.82,86.10,  5.14,260.37, 40.58395,-105.16617,, 2660.9
Data, 387.0, 734.32, 0.81,86.00,  5.04,257.26, 40.58394,-105.16622,, 2663.6
Data, 388.0, 734.06, 0.80,85.90,  5.94,255.77, 40.58393,-105.16629,, 2666.2
Data, 389.0, 733.87, 0.81,85.80,  5.95,260.71, 40.58392,-105.16636,, 2668.5
Data, 390.0, 733.63, 0.80,85.80,  4.98,262.23, 40.58392,-105.16642,, 2671.1
Data, 391.0, 733.38, 0.80,85.70,  5.48,259.28, 40.58391,-105.16648,, 2673.5
Data, 392.0, 733.20, 0.80,85.60,  6.12,259.29, 40.58389,-105.16655,, 2675.7
Data, 393.0, 732.95, 0.81,85.60,  5.47,265.24, 40.58389,-105.16662,, 2678.2
Data, 394.0, 732.72, 0.81,85.50,  4.88,265.23, 40.58389,-105.16668,, 2680.4
Data, 395.0, 732.51, 0.80,85.50,  5.47,260.15, 40.58388,-105.16674,, 2682.7
Data, 396.0, 732.24, 0.80,85.40,  5.98,258.12, 40.58387,-105.16681,, 2685.5
Data, 397.0, 731.99, 0.80,85.30,  5.52,261.79, 40.58386,-105.16687,, 2688.2
Data, 398.0, 731.83, 0.81,85.30,  4.82,260.36, 40.58386,-105.16693,, 2690.5
Data, 399.0, 731.53, 0.80,85.20,  5.07,255.47, 40.58384,-105.16699,, 2692.9
Data, 400.0, 731.29, 0.82,85.10,  5.84,251.37, 40.58382,-105.16705,, 2695.7
Data, 401.0, 731.05, 0.81,85.00,  5.36,255.78, 40.58381,-105.16711,, 2698.5
Data, 402.0, 730.86, 0.80,84.90,  4.59,256.42, 40.58380,-105.16717,, 2701.1
Data, 403.0, 730.60, 0.80,84.90,  5.27,253.31, 40.58379,-105.16722,, 2703.6
Data, 404.0, 730.39, 0.81,84.80,  5.94,254.06, 40.58377,-105.16729,, 2706.3
Data, 405.0, 730.10, 0.81,84.70,  5.65,262.47, 40.58377,-105.16735,, 2709.0
Data, 406.0, 729.89, 0.78,84.70,  4.90,263.75, 40.58377,-105.16742,, 2711.7
Data, 407.0, 729.64, 0.76,84.60,  5.04,259.88, 40.58376,-105.16747,, 2714.6
Data, 408.0, 729.40, 0.78,84.50,  5.46,257.74, 40.58374,-105.16753,, 2716.9
Data, 409.0, 729.10, 0.76,84.50,  5.71,258.03, 40.58373,-105.16760,, 2719.4
Data, 410.0, 728.90, 0.76,84.40,  5.29,261.17, 40.58373,-105.16767,, 2722.0
Data, 411.0, 728.63, 0.76,84.30,  4.62,262.27, 40.58372,-105.16772,, 2724.4
Data, 412.0, 728.44, 0.75,84.20,  4.49,255.89, 40.58371,-105.16777,, 2727.2
Data, 413.0, 728.22, 0.75,84.20,  4.75,249.78, 40.58370,-105.16782,, 2729.6
Data, 414.0, 728.00, 0.76,84.10,  5.48,249.26, 40.58368,-105.16788,, 2732.1
Data, 415.0, 727.74, 0.75,84.00,  5.52,254.31, 40.58366,-105.16795,, 2734.8
Data, 416.0, 727.54, 0.74,83.90,  4.73,255.57, 40.58365,-105.16800,, 2737.4
Data, 417.0, 727.30, 0.73,83.90,  4.97,251.37, 40.58364,-105.16805,, 2739.7
Data, 418.0, 727.05, 0.72,83.80,  5.71,251.25, 40.58362,-105.16811,, 2742.2
Data, 419.0, 726.87, 0.71,83.80,  5.48,256.57, 40.58361,-105.16818,, 2745.0
Data, 420.0, 726.67, 0.70,83.70,  4.79,257.82, 40.58360,-105.16824,, 2747.2
Data, 421.0, 726.45, 0.71,83.70,  4.55,253.32, 40.58359,-105.16829,, 2749.3
Data, 422.0, 726.22, 0.71,83.70,  5.33,251.55, 40.58357,-105.16835,, 2751.8
Data, 423.0, 725.97, 0.72,83.60,  5.21,256.88, 40.58356,-105.16841,, 2754.0
Data, 424.0, 725.79, 0.72,83.60,  4.57,260.30, 40.58356,-105.16847,, 2756.4
Data, 425.0, 725.54, 0.74,83.60,  4.47,255.71, 40.58355,-105.16852,, 2758.6
Data, 426.0, 725.32, 0.71,83.50,  5.25,253.45, 40.58353,-105.16857,, 2761.0
Data, 427.0, 725.07, 0.70,83.40,  5.57,257.64, 40.58352,-105.16864,, 2763.4
Data, 428.0, 724.85, 0.72,83.40,  4.85,261.55, 40.58352,-105.16870,, 2765.4
Data, 429.0, 724.63, 0.71,83.30,  4.79,259.27, 40.58351,-105.16875,, 2767.9
Data, 430.0, 724.35, 0.72,83.20,  5.03,252.78, 40.58350,-105.16880,, 2770.5
Data, 431.0, 724.15, 0.72,83.20,  5.51,252.14, 40.58348,-105.16887,, 2773.7
Data, 432.0, 723.91, 0.71,83.10,  5.46,256.67, 40.58347,-105.16893,, 2776.2
Data, 433.0, 723.66, 0.71,83.00,  4.71,259.88, 40.58346,-105.16899,, 2778.2
Data, 434.0, 723.46, 0.71,82.90,  4.44,257.96, 40.58346,-105.16904,, 2780.6
Data, 435.0, 723.25, 0.71,82.90,  4.95,254.63, 40.58344,-105.16908,, 2783.9
Data, 436.0, 723.04, 0.71,82.80,  5.69,255.13, 40.58342,-105.16914,, 2786.2
Data, 437.0, 722.75, 0.70,82.70,  5.84,259.23, 40.58341,-105.16921,, 2788.7
Data, 438.0, 722.54, 0.68,82.60,  4.78,262.17, 40.58341,-105.16927,, 2791.2
Data, 439.0, 722.32, 0.67,82.60,  4.36,260.57, 40.58341,-105.16932,, 2794.5
Data, 440.0, 722.09, 0.67,82.50,  4.70,253.85, 40.58340,-105.16937,, 2797.3
Data, 441.0, 721.87, 0.68,82.50,  5.17,251.01, 40.58338,-105.16942,, 2800.2
Data, 442.0, 721.61, 0.66,82.40,  5.08,251.75, 40.58336,-105.16948,, 2802.7
Data, 443.0, 721.36, 0.66,82.40,  4.90,256.83, 40.58335,-105.16954,, 2805.4
Data, 444.0, 721.17, 0.64,82.30,  4.14,258.23, 40.58335,-105.16959,, 2807.8
Data, 445.0, 720.88, 0.63,82.30,  4.23,254.63, 40.58334,-105.16964,, 2810.6
Data, 446.0, 720.69, 0.63,82.30,  4.30,249.73, 40.58332,-105.16968,, 2813.5
Data, 447.0, 720.48, 0.63,82.20,  5.24,248.98, 40.58330,-105.16972,, 2815.9
Data, 448.0, 720.25, 0.61,82.20,  5.52,252.20, 40.58328,-105.16979,, 2818.5
Data, 449.0, 720.06, 0.60,82.20,  5.05,256.16, 40.58328,-105.16985,, 2821.2
Data, 450.0, 719.79, 0.58,82.20,  4.21,254.65, 40.58328,-105.16990,, 2824.1
Data, 451.0, 719.57, 0.57,82.20,  4.32,248.56, 40.58326,-105.16995,, 2826.7
Data, 452.0, 719.32, 0.57,82.10,  5.14,247.93, 40.58324,-105.17000,, 2829.3
Data, 453.0, 719.08, 0.57,82.10,  5.33,250.53, 40.58323,-105.17006,, 2831.5
Data, 454.0, 718.85, 0.57,82.10,  4.81,257.05, 40.58322,-105.17012,, 2833.9
Data, 455.0, 718.63, 0.57,82.10,  4.14,260.77, 40.58322,-105.17017,, 2836.8
Data, 456.0, 718.35, 0.55,82.10,  4.22,258.51, 40.58322,-105.17022,, 2839.4
Data, 457.0, 718.13, 0.54,82.00,  4.63,255.60, 40.58320,-105.17027,, 2841.7
Data, 458.0, 717.89, 0.56,82.00,  5.33,253.46, 40.58319,-105.17033,, 2843.9
Data, 459.0, 717.63, 0.54,82.00,  5.41,256.38, 40.58318,-105.17039,, 2846.2
Data, 460.0, 717.43, 0.56,82.00,  5.01,260.04, 40.58317,-105.17046,, 2849.1
Data, 461.0, 717.17, 0.55,81.90,  4.57,260.20, 40.58317,-105.17051,, 2851.9
Data, 462.0, 716.96, 0.54,81.90,  4.36,255.00, 40.58316,-105.17056,, 2854.9
Data, 463.0, 716.73, 0.54,81.90,  5.15,251.11, 40.58314,-105.17061,, 2857.4
Data, 464.0, 716.50, 0.53,81.80,  5.67,251.85, 40.58313,-105.17068,, 2859.6
Data, 465.0, 716.27, 0.54,81.80,  5.19,255.95, 40.58312,-105.17074,, 2862.1
Data, 466.0, 716.01, 0.54,81.80,  4.68,258.13, 40.58311,-105.17080,, 2864.8
Data, 467.0, 715.81, 0.53,81.70,  4.93,251.82, 40.58310,-105.17085,, 2867.2
Data, 468.0, 715.61, 0.53,81.70,  5.58,248.50, 40.58307,-105.17091,, 2869.3
Data, 469.0, 715.35, 0.52,81.60,  5.88,251.55, 40.58306,-105.17098,, 2871.7
Data, 470.0, 715.13, 0.53,81.50,  4.91,257.21, 40.58305,-105.17104,, 2874.3
Data, 471.0, 714.86, 0.52,81.50,  4.17,254.24, 40.58304,-105.17109,, 2876.8
Data, 472.0, 714.69, 0.51,81.50,  4.71,246.86, 40.58302,-105.17113,, 2879.4
Data, 473.0, 714.44, 0.50,81.40,  5.18,248.50, 40.58300,-105.17119,, 2882.2
Data, 474.0, 714.26, 0.51,81.40,  4.59,254.35, 40.58299,-105.17125,, 2884.9
Data, 475.0, 713.94, 0.51,81.30,  4.04,253.25, 40.58298,-105.17130,, 2887.8
Data, 476.0, 713.74, 0.49,81.30,  4.67,246.73, 40.58296,-105.17134,, 2890.7
Data, 477.0, 713.50, 0.47,81.20,  5.46,246.75, 40.58294,-105.17140,, 2893.8
Data, 478.0, 713.33, 0.47,81.20,  5.27,252.86, 40.58292,-105.17146,, 2896.2
Data, 479.0, 713.06, 0.46,81.10,  4.68,253.33, 40.58292,-105.17152,, 2898.4
Data, 480.0, 712.87, 0.46,81.10,  5.27,248.16, 40.58290,-105.17157,, 2901.1
Data, 481.0, 712.66, 0.45,81.00,  5.83,248.06, 40.58288,-105.17163,, 2903.8
Data, 482.0, 712.40, 0.43,80.90,  5.14,253.44, 40.58286,-105.17169,, 2906.8
Data, 484.0, 711.91, 0.41,80.90,  5.08,247.43, 40.58284,-105.17180,, 2913.2
Data, 485.0, 711.70, 0.40,80.80,  5.63,248.80, 40.58282,-105.17186,, 2915.6
Data, 486.0, 711.48, 0.40,80.80,  4.78,251.98, 40.58281,-105.17192,, 2917.9
Data, 487.0, 711.17, 0.38,80.70,  4.45,250.32, 40.58280,-105.17197,, 2920.2
Data, 488.0, 710.99, 0.37,80.70,  5.24,243.54, 40.58277,-105.17201,, 2922.8
Data, 489.0, 710.75, 0.37,80.70,  5.66,244.42, 40.58275,-105.17208,, 2925.4
Data, 490.0, 710.48, 0.36,80.60,  4.71,249.25, 40.58274,-105.17213,, 2928.4
Data, 491.0, 710.23, 0.35,80.60,  4.49,246.87, 40.58272,-105.17218,, 2931.8
Data, 492.0, 710.01, 0.31,80.60,  5.08,243.67, 40.58270,-105.17223,, 2934.5
Data, 493.0, 709.77, 0.30,80.60,  5.66,246.12, 40.58268,-105.17229,, 2937.5
Data, 494.0, 709.55, 0.28,80.60,  5.05,253.22, 40.58267,-105.17235,, 2940.0
Data, 495.0, 709.28, 0.27,80.50,  4.51,253.25, 40.58266,-105.17240,, 2943.6
Data, 496.0, 709.03, 0.26,80.60,  4.94,250.55, 40.58265,-105.17246,, 2945.8
Data, 497.0, 708.80, 0.25,80.50,  5.62,248.55, 40.58262,-105.17251,, 2948.8
Data, 498.0, 708.53, 0.24,80.50,  5.90,252.25, 40.58261,-105.17258,, 2951.0
Data, 499.0, 708.27, 0.23,80.50,  5.27,255.82, 40.58260,-105.17264,, 2953.5
Data, 500.0, 708.04, 0.23,80.40,  5.14,253.65, 40.58259,-105.17270,, 2956.3
Data, 501.0, 707.81, 0.21,80.40,  5.23,248.51, 40.58257,-105.17275,, 2959.2
Data, 502.0, 707.54, 0.20,80.40,  5.94,246.87, 40.58254,-105.17281,, 2962.2
Data, 503.0, 707.35, 0.19,80.40,  5.81,250.55, 40.58253,-105.17288,, 2964.2
Data, 504.0, 707.13, 0.16,80.40,  4.93,252.94, 40.58252,-105.17294,, 2966.5
Data, 505.0, 706.89, 0.16,80.40,  4.67,249.67, 40.58251,-105.17299,, 2968.9
Data, 506.0, 706.66, 0.16,80.40,  5.23,247.52, 40.58248,-105.17305,, 2971.6
Data, 507.0, 706.43, 0.14,80.40,  5.66,249.37, 40.58247,-105.17311,, 2973.8
Data, 508.0, 706.22, 0.15,80.40,  4.83,254.74, 40.58246,-105.17317,, 2976.2
Data, 509.0, 706.04, 0.13,80.40,  4.41,251.57, 40.58245,-105.17322,, 2978.7
Data, 510.0, 705.76, 0.15,80.30,  5.21,247.24, 40.58243,-105.17327,, 2981.0
Data, 511.0, 705.49, 0.13,80.30,  5.98,245.19, 40.58240,-105.17333,, 2983.7
Data, 512.0, 705.25, 0.13,80.20,  5.48,249.94, 40.58239,-105.17339,, 2986.2
Data, 513.0, 705.04, 0.12,80.20,  4.86,249.37, 40.58237,-105.17345,, 2989.1
Data, 514.0, 704.83, 0.11,80.20,  4.99,244.33, 40.58235,-105.17350,, 2991.8
Data, 515.0, 704.58, 0.10,80.10,  5.95,244.11, 40.58233,-105.17356,, 2994.5
Data, 517.0, 704.14, 0.10,80.10,  4.66,251.49, 40.58230,-105.17368,, 2999.5
Data, 518.0, 703.80, 0.07,80.00,  4.75,247.29, 40.58229,-105.17373,, 3002.2
Data, 519.0, 703.56, 0.09,80.00,  5.75,246.11, 40.58226,-105.17379,, 3004.8
Data, 520.0, 703.33, 0.07,79.90,  5.46,250.59, 40.58225,-105.17385,, 3007.2
Data, 521.0, 703.09, 0.05,79.90,  4.57,254.74, 40.58224,-105.17391,, 3009.8
Data, 522.0, 702.87, 0.05,79.80,  4.48,250.56, 40.58223,-105.17396,, 3012.7
Data, 523.0, 702.60, 0.06,79.80,  5.27,246.35, 40.58220,-105.17400,, 3015.1
Data, 524.0, 702.43, 0.06,79.80,  5.78,247.46, 40.58218,-105.17407,, 3017.4
Data, 525.0, 702.21, 0.05,79.70,  4.95,249.81, 40.58217,-105.17413,, 3019.6
Data, 526.0, 701.98, 0.02,79.70,  4.26,248.43, 40.58216,-105.17418,, 3022.3
Data, 527.0, 701.72, 0.01,79.60,  4.72,244.35, 40.58214,-105.17422,, 3024.9
Data, 528.0, 701.45, 0.02,79.60,  5.26,245.41, 40.58212,-105.17428,, 3027.5
Data, 529.0, 701.21, 0.00,79.50,  5.33,249.07, 40.58210,-105.17434,, 3030.2
Data, 530.0, 700.98, 0.00,79.50,  4.88,253.33, 40.58209,-105.17440,, 3032.8
Data, 531.0, 700.77,-0.02,79.50,  4.28,255.37, 40.58209,-105.17445,, 3035.6
Data, 532.0, 700.50,-0.03,79.40,  4.64,251.84, 40.58207,-105.17450,, 3038.5
Data, 533.0, 700.26,-0.06,79.40,  5.39,247.24, 40.58205,-105.17455,, 3041.7
Data, 534.0, 699.98,-0.04,79.40,  6.24,247.99, 40.58203,-105.17462,, 3044.1
Data, 535.0, 699.78,-0.06,79.40,  6.40,251.35, 40.58201,-105.17469,, 3047.0
Data, 536.0, 699.55,-0.07,79.30,  5.86,256.12, 40.58200,-105.17476,, 3050.0
Data, 537.0, 699.31,-0.08,79.30,  5.26,254.88, 40.58199,-105.17482,, 3052.8
Data, 538.0, 699.04,-0.09,79.30,  5.31,250.34, 40.58197,-105.17488,, 3055.5
Data, 539.0, 698.82,-0.09,79.30,  5.84,249.42, 40.58195,-105.17494,, 3058.2
Data, 540.0, 698.61,-0.11,79.20,  5.91,250.18, 40.58193,-105.17501,, 3060.7
Data, 541.0, 698.38,-0.11,79.30,  5.28,255.40, 40.58192,-105.17508,, 3063.2
Data, 542.0, 698.16,-0.11,79.30,  4.71,254.68, 40.58191,-105.17513,, 3065.8
Data, 543.0, 697.92,-0.12,79.20,  4.84,249.98, 40.58190,-105.17518,, 3068.4
Data, 544.0, 697.68,-0.11,79.20,  5.57,248.55, 40.58188,-105.17524,, 3070.9
Data, 545.0, 697.44,-0.13,79.20,  5.62,251.69, 40.58186,-105.17531,, 3073.2
Data, 546.0, 697.19,-0.13,79.10,  5.02,255.71, 40.58185,-105.17537,, 3075.6
Data, 547.0, 696.93,-0.13,79.10,  4.81,252.89, 40.58184,-105.17542,, 3078.3
Data, 548.0, 696.66,-0.12,79.00,  5.14,246.43, 40.58182,-105.17547,, 3081.3
Data, 549.0, 696.42,-0.12,79.00,  6.02,246.33, 40.58179,-105.17553,, 3084.1
Data, 550.0, 696.18,-0.15,78.90,  5.93,249.53, 40.58178,-105.17560,, 3086.6
Data, 551.0, 695.96,-0.15,78.90,  5.14,255.56, 40.58177,-105.17566,, 3089.0
Data, 552.0, 695.71,-0.16,78.80,  4.85,253.91, 40.58176,-105.17572,, 3091.5
Data, 553.0, 695.50,-0.14,78.80,  5.17,249.65, 40.58175,-105.17577,, 3093.9
