FileFormat,CSV
Year,2021
Month,06
Day,25
Hour,17
Minute,38
Second,00
Ascending,"true"
latitude,40.590000,"units=deg"
longitude,-105.141500,"units=deg"
altitude,1571.9,"units=m"
gpsaltitude,1571.9,"units=m"
project,"PRE-CIP-2021"
agency,"CSU"
sondeid,"1838"
sondetype,"Storm Tracker"
launchsite,"Christman Field"
Fields,Time,Pressure,temp,RH,Speed,Direction,Latitude,Longitude,gpsalt,sats
Units,sec,mb,deg C,%,m/s,deg,deg,deg,m
Data,1281.0, 438.29,-7.04,42.40,  8.03, 80.99, 40.57603,-105.03616, 6802.0, 6
Data,1282.0, 438.01,-7.04,42.40,  8.69, 86.18, 40.57604,-105.03606, 6805.8, 6
Data,1283.0, 437.79,-7.05,42.50,  8.17, 85.14, 40.57604,-105.03596, 6809.7, 6
Data,1284.0, 437.53,-7.09,42.50,  8.30, 86.76, 40.57605,-105.03586, 6813.9, 6
Data,1285.0, 437.33,-7.12,42.50,  8.50, 86.59, 40.57606,-105.03576, 6818.5, 6
Data,1286.0, 437.02,-7.12,42.60,  8.74, 88.80, 40.57606,-105.03565, 6823.4, 6
Data,1287.0, 436.84,-7.15,42.70,  8.12, 84.22, 40.57606,-105.03556, 6827.5, 6
Data,1288.0, 436.58,-7.18,42.70,  8.58, 83.01, 40.57607,-105.03546, 6831.4, 6
Data,1289.0, 436.32,-7.19,42.80,  8.72, 81.92, 40.57608,-105.03535, 6836.6, 6
Data,1290.0, 436.07,-7.18,42.80,  8.82, 86.89, 40.57609,-105.03525, 6840.8, 6
Data,1291.0, 435.81,-7.23,42.90,  8.68, 82.34, 40.57610,-105.03515, 6845.0, 6
Data,1292.0, 435.58,-7.29,42.90,  8.94, 81.47, 40.57611,-105.03505, 6849.4, 6
Data,1293.0, 435.35,-7.28,43.00,  8.89, 83.32, 40.57612,-105.03494, 6855.0, 6
Data,1294.0, 435.07,-7.31,43.10,  8.84, 82.09, 40.57613,-105.03484, 6859.0, 6
Data,1295.0, 434.81,-7.37,43.10,  8.33, 82.44, 40.57614,-105.03474, 6863.2, 6
Data,1296.0, 434.54,-7.41,43.10,  8.38, 81.66, 40.57615,-105.03464, 6867.6, 6
Data,1297.0, 434.34,-7.44,43.10,  8.59, 81.58, 40.57616,-105.03454, 6872.9, 6
Data,1298.0, 434.04,-7.48,43.10,  8.49, 81.84, 40.57618,-105.03444, 6877.1, 6
Data,1299.0, 433.78,-7.45,43.00,  8.43, 77.74, 40.57619,-105.03434, 6881.1, 6
Data,1300.0, 433.52,-7.44,43.00,  7.99, 82.03, 40.57620,-105.03425, 6884.5, 6
Data,1301.0, 433.31,-7.51,43.00,  7.89, 76.49, 40.57621,-105.03416, 6889.3, 6
Data,1303.0, 432.76,-7.53,43.00,  8.71, 82.52, 40.57624,-105.03396, 6898.7, 6
Data,1304.0, 432.54,-7.53,43.00,  8.29, 78.45, 40.57625,-105.03386, 6902.7, 6
Data,1305.0, 432.28,-7.61,42.90,  9.04, 79.89, 40.57626,-105.03375, 6907.4, 6
Data,1306.0, 432.02,-7.58,42.90,  8.74, 81.80, 40.57627,-105.03365, 6912.7, 6
Data,1307.0, 431.80,-7.62,43.00,  8.46, 83.62, 40.57628,-105.03355, 6916.4, 6
Data,1308.0, 431.46,-7.62,42.90,  8.82, 80.63, 40.57630,-105.03345, 6920.7, 6
Data,1309.0, 431.22,-7.63,42.90,  9.25, 80.80, 40.57631,-105.03334, 6925.3, 6
Data,1311.0, 430.75,-7.70,42.90,  8.27, 77.06, 40.57634,-105.03315, 6933.9, 6
Data,1312.0, 430.47,-7.71,42.80,  8.94, 77.61, 40.57636,-105.03305, 6938.4, 6
Data,1313.0, 430.19,-7.73,42.70,  8.19, 75.44, 40.57638,-105.03295, 6942.1, 6
Data,1314.0, 429.98,-7.73,42.60,  8.18, 72.79, 40.57640,-105.03286, 6946.1, 6
Data,1315.0, 429.68,-7.73,42.40,  8.78, 77.54, 40.57641,-105.03276, 6950.1, 6
Data,1316.0, 429.48,-7.76,42.20,  8.16, 72.59, 40.57643,-105.03267, 6954.1, 6
Data,1317.0, 429.21,-7.76,42.00,  8.58, 71.62, 40.57646,-105.03257, 6958.3, 6
Data,1318.0, 428.91,-7.76,41.80,  9.14, 74.64, 40.57648,-105.03246, 6962.6, 5
Data,1319.0, 428.68,-7.79,41.60,  8.88, 76.07, 40.57650,-105.03236, 6967.2, 6
Data,1320.0, 428.44,-7.83,41.50,  8.66, 70.81, 40.57652,-105.03226, 6971.5, 6
Data,1321.0, 428.20,-7.84,41.30,  9.29, 69.87, 40.57654,-105.03216, 6975.9, 6
Data,1322.0, 427.88,-7.84,41.10,  9.63, 75.37, 40.57656,-105.03205, 6980.8, 6
Data,1323.0, 427.63,-7.85,40.90,  9.27, 73.81, 40.57658,-105.03194, 6985.6, 6
Data,1324.0, 427.44,-7.85,40.80,  8.89, 71.02, 40.57661,-105.03184, 6990.4, 6
Data,1325.0, 427.18,-7.89,40.80,  8.75, 76.01, 40.57663,-105.03174, 6994.3, 6
Data,1326.0, 426.89,-7.93,40.70,  8.77, 75.23, 40.57665,-105.03164, 6999.2, 6
Data,1327.0, 426.66,-7.98,40.60,  8.94, 78.60, 40.57667,-105.03154, 7003.2, 6
Data,1328.0, 426.40,-8.00,40.40,  9.01, 81.74, 40.57668,-105.03143, 7007.4, 6
Data,1329.0, 426.23,-7.98,40.20,  8.64, 78.14, 40.57669,-105.03133, 7011.7, 6
Data,1330.0, 425.94,-8.02,40.00,  8.79, 76.91, 40.57671,-105.03123, 7015.7, 6
Data,1331.0, 425.69,-8.07,39.80,  9.30, 78.16, 40.57673,-105.03113, 7019.9, 6
Data,1332.0, 425.42,-8.12,39.50,  9.16, 80.95, 40.57674,-105.03102, 7024.1, 6
Data,1333.0, 425.19,-8.11,39.40,  8.34, 78.94, 40.57675,-105.03092, 7027.7, 6
Data,1334.0, 425.01,-8.10,39.20,  8.51, 76.74, 40.57677,-105.03082, 7032.2, 6
Data,1335.0, 424.71,-8.14,39.00,  9.01, 80.92, 40.57678,-105.03071, 7036.4, 6
Data,1336.0, 424.40,-8.17,38.80,  8.68, 81.56, 40.57679,-105.03061, 7041.1, 6
Data,1337.0, 424.18,-8.16,38.70,  8.18, 77.27, 40.57681,-105.03051, 7045.5, 6
Data,1338.0, 423.92,-8.20,38.60,  9.02, 76.81, 40.57682,-105.03041, 7049.7, 6
Data,1339.0, 423.67,-8.22,38.50,  9.20, 79.05, 40.57683,-105.03030, 7054.3, 6
Data,1340.0, 423.39,-8.26,38.40,  8.50, 77.07, 40.57685,-105.03021, 7057.5, 6
Data,1341.0, 423.16,-8.28,38.30,  9.47, 76.52, 40.57688,-105.03010, 7061.6, 6
Data,1342.0, 422.95,-8.31,38.20,  9.55, 78.75, 40.57689,-105.02999, 7065.9, 6
Data,1343.0, 422.67,-8.36,38.10,  8.76, 75.89, 40.57691,-105.02989, 7069.9, 6
Data,1344.0, 422.41,-8.41,38.00,  9.20, 71.56, 40.57693,-105.02978, 7074.8, 6
Data,1345.0, 422.15,-8.42,38.00,  9.38, 77.31, 40.57695,-105.02967, 7080.2, 6
Data,1346.0, 421.94,-8.47,37.90,  8.52, 75.73, 40.57697,-105.02957, 7084.9, 6
Data,1347.0, 421.69,-8.46,37.90,  8.68, 76.25, 40.57699,-105.02947, 7089.0, 6
Data,1348.0, 421.51,-8.51,37.90,  8.74, 79.77, 40.57700,-105.02936, 7094.2, 6
Data,1349.0, 421.19,-8.50,37.80,  8.76, 79.77, 40.57702,-105.02926, 7098.2, 6
Data,1350.0, 420.93,-8.55,37.80,  8.88, 80.65, 40.57703,-105.02915, 7102.6, 6
Data,1351.0, 420.68,-8.56,37.70,  8.31, 81.23, 40.57704,-105.02906, 7106.8, 6
Data,1352.0, 420.45,-8.59,37.70,  9.00, 79.37, 40.57705,-105.02895, 7111.9, 6
Data,1353.0, 420.21,-8.62,37.70,  9.20, 78.04, 40.57706,-105.02884, 7116.9, 6
Data,1354.0, 419.93,-8.64,37.70,  8.68, 75.60, 40.57708,-105.02874, 7120.4, 6
Data,1355.0, 419.67,-8.66,37.70,  9.73, 74.82, 40.57710,-105.02864, 7124.0, 6
Data,1356.0, 419.41,-8.65,37.70,  9.39, 72.45, 40.57713,-105.02853, 7129.1, 6
Data,1357.0, 419.22,-8.67,37.80,  8.88, 71.64, 40.57715,-105.02843, 7133.1, 6
Data,1358.0, 418.97,-8.66,37.90,  9.26, 71.02, 40.57718,-105.02833, 7137.6, 6
Data,1359.0, 418.73,-8.72,38.00,  9.10, 75.63, 40.57721,-105.02822, 7141.7, 6
Data,1360.0, 418.45,-8.77,38.00,  8.68, 72.50, 40.57723,-105.02812, 7146.2, 6
Data,1361.0, 418.19,-8.79,38.10,  8.86, 75.05, 40.57725,-105.02802, 7151.1, 6
Data,1362.0, 417.95,-8.82,38.20,  8.34, 79.45, 40.57726,-105.02792, 7156.0, 6
Data,1363.0, 417.61,-8.84,38.20,  8.03, 76.83, 40.57727,-105.02783, 7160.4, 6
Data,1364.0, 417.35,-8.88,38.20,  7.99, 78.87, 40.57729,-105.02773, 7164.6, 6
Data,1365.0, 417.13,-8.90,38.30,  7.63, 77.38, 40.57730,-105.02764, 7169.5, 6
Data,1366.0, 416.88,-8.91,38.30,  8.11, 77.07, 40.57732,-105.02755, 7173.8, 6
Data,1367.0, 416.61,-8.93,38.30,  8.05, 81.55, 40.57733,-105.02746, 7178.2, 6
Data,1368.0, 416.36,-8.99,38.40,  7.51, 80.18, 40.57734,-105.02736, 7183.1, 6
Data,1369.0, 416.07,-9.00,38.50,  7.16, 74.03, 40.57735,-105.02727, 7189.5, 6
Data,1370.0, 415.80,-9.05,38.60,  8.61, 77.21, 40.57736,-105.02718, 7195.0, 6
Data,1371.0, 415.56,-9.12,38.80,  8.31, 79.05, 40.57738,-105.02708, 7200.1, 6
Data,1372.0, 415.23,-9.19,38.90,  8.28, 77.14, 40.57739,-105.02699, 7204.0, 6
Data,1373.0, 415.04,-9.21,39.00,  8.32, 72.78, 40.57741,-105.02689, 7208.9, 6
Data,1374.0, 414.79,-9.30,39.20,  7.99, 81.89, 40.57743,-105.02680, 7213.3, 6
Data,1375.0, 414.51,-9.34,39.40,  8.14, 65.93, 40.57745,-105.02671, 7218.1, 6
Data,1376.0, 414.25,-9.37,39.60,  8.48, 73.71, 40.57747,-105.02661, 7222.7, 6
Data,1377.0, 413.93,-9.43,39.70,  8.00, 78.86, 40.57749,-105.02651, 7227.4, 6
Data,1378.0, 413.73,-9.49,39.90,  7.56, 75.15, 40.57750,-105.02643, 7231.9, 6
Data,1379.0, 413.49,-9.50,40.20,  8.39, 75.97, 40.57752,-105.02633, 7236.2, 6
Data,1380.0, 413.23,-9.58,40.30,  7.91, 78.38, 40.57753,-105.02623, 7241.4, 6
Data,1381.0, 412.96,-9.64,40.60,  7.50, 71.91, 40.57755,-105.02614, 7246.4, 6
Data,1382.0, 412.73,-9.65,40.80,  7.92, 73.39, 40.57757,-105.02606, 7251.1, 6
Data,1383.0, 412.50,-9.67,40.90,  8.28, 80.26, 40.57759,-105.02596, 7255.5, 6
Data,1384.0, 412.27,-9.76,41.10,  7.64, 73.09, 40.57760,-105.02587, 7259.5, 6
Data,1385.0, 411.98,-9.75,41.30,  7.89, 71.76, 40.57762,-105.02578, 7264.0, 6
Data,1386.0, 411.76,-9.79,41.40,  7.83, 75.63, 40.57764,-105.02569, 7269.1, 6
Data,1387.0, 411.51,-9.83,41.60,  7.83, 69.32, 40.57766,-105.02560, 7273.8, 6
Data,1388.0, 411.30,-9.81,41.70,  8.14, 64.24, 40.57769,-105.02551, 7278.6, 6
Data,1389.0, 411.04,-9.80,41.80,  7.81, 67.84, 40.57772,-105.02542, 7282.5, 6
Data,1390.0, 410.74,-9.83,42.00,  7.32, 72.84, 40.57774,-105.02534, 7286.1, 6
Data,1391.0, 410.49,-9.91,42.00,  7.72, 68.30, 40.57776,-105.02526, 7290.7, 6
Data,1392.0, 410.25,-9.89,42.20,  8.06, 68.31, 40.57779,-105.02517, 7294.6, 6
Data,1393.0, 410.00,-9.94,42.20,  7.81, 72.59, 40.57781,-105.02508, 7298.7, 6
Data,1394.0, 409.70,-9.99,42.30,  7.62, 73.74, 40.57783,-105.02499, 7303.6, 6
Data,1395.0, 409.47,-10.08,42.40,  7.32, 69.80, 40.57785,-105.02491, 7308.4, 6
Data,1396.0, 409.21,-10.10,42.50,  7.52, 68.47, 40.57788,-105.02483, 7313.2, 6
Data,1397.0, 408.97,-10.12,42.60,  7.81, 69.20, 40.57790,-105.02473, 7318.5, 6
Data,1398.0, 408.73,-10.15,42.60,  7.71, 75.43, 40.57792,-105.02465, 7322.8, 6
Data,1399.0, 408.54,-10.18,42.60,  7.22, 71.43, 40.57794,-105.02456, 7327.9, 6
Data,1400.0, 408.23,-10.24,42.60,  7.13, 67.89, 40.57796,-105.02448, 7332.5, 6
Data,1401.0, 408.02,-10.24,42.50,  7.41, 65.94, 40.57799,-105.02440, 7338.0, 6
Data,1402.0, 407.78,-10.26,42.50,  7.66, 69.61, 40.57801,-105.02432, 7342.5, 6
Data,1403.0, 407.46,-10.27,42.50,  7.08, 69.87, 40.57803,-105.02423, 7346.9, 6
Data,1404.0, 407.20,-10.32,42.50,  6.45, 68.34, 40.57805,-105.02416, 7352.7, 6
Data,1405.0, 406.94,-10.36,42.50,  6.36, 69.63, 40.57808,-105.02409, 7357.0, 6
Data,1406.0, 406.67,-10.37,42.60,  6.01, 69.24, 40.57809,-105.02402, 7361.2, 6
Data,1407.0, 406.45,-10.41,42.70,  6.65, 67.17, 40.57812,-105.02395, 7365.8, 6
Data,1408.0, 406.22,-10.39,42.80,  6.84, 69.52, 40.57814,-105.02388, 7369.7, 6
Data,1409.0, 406.00,-10.41,42.90,  6.74, 70.75, 40.57816,-105.02380, 7374.3, 6
Data,1410.0, 405.78,-10.41,43.00,  6.41, 71.37, 40.57817,-105.02372, 7378.7, 6
Data,1411.0, 405.56,-10.44,43.10,  5.77, 70.21, 40.57819,-105.02365, 7383.0, 6
Data,1412.0, 405.26,-10.47,43.10,  5.79, 76.29, 40.57820,-105.02359, 7387.4, 6
Data,1413.0, 405.05,-10.48,43.20,  5.47, 75.99, 40.57821,-105.02352, 7392.3, 6
Data,1414.0, 404.80,-10.50,43.20,  5.30, 75.59, 40.57822,-105.02346, 7397.0, 6
Data,1415.0, 404.57,-10.50,43.30,  5.25, 79.63, 40.57823,-105.02340, 7400.4, 6
Data,1416.0, 404.32,-10.50,43.40,  5.19, 78.31, 40.57824,-105.02334, 7404.1, 6
Data,1417.0, 404.08,-10.51,43.40,  5.39, 77.83, 40.57825,-105.02328, 7408.9, 6
Data,1418.0, 403.77,-10.54,43.50,  5.70, 75.65, 40.57826,-105.02321, 7412.2, 6
Data,1419.0, 403.54,-10.55,43.50,  6.44, 75.27, 40.57828,-105.02314, 7417.1, 6
Data,1420.0, 403.28,-10.58,43.50,  6.63, 76.61, 40.57829,-105.02306, 7421.4, 6
Data,1421.0, 403.06,-10.60,43.60,  6.48, 75.89, 40.57830,-105.02298, 7426.0, 6
Data,1422.0, 402.82,-10.68,43.60,  6.34, 77.28, 40.57831,-105.02290, 7431.2, 6
Data,1423.0, 402.56,-10.69,43.60,  6.24, 79.79, 40.57832,-105.02283, 7436.6, 6
Data,1424.0, 402.35,-10.71,43.60,  6.11, 80.56, 40.57832,-105.02275, 7441.9, 6
Data,1425.0, 402.05,-10.78,43.50,  5.92, 82.46, 40.57833,-105.02268, 7446.5, 6
Data,1426.0, 401.83,-10.78,43.50,  5.93, 83.18, 40.57833,-105.02261, 7450.6, 6
Data,1427.0, 401.51,-10.81,43.40,  6.04, 84.50, 40.57834,-105.02254, 7454.7, 6
Data,1428.0, 401.31,-10.86,43.40,  5.75, 83.49, 40.57835,-105.02248, 7458.9, 6
Data,1429.0, 401.10,-10.85,43.40,  5.60, 82.21, 40.57835,-105.02241, 7463.0, 6
Data,1430.0, 400.84,-10.91,43.30,  6.25, 81.79, 40.57836,-105.02234, 7467.4, 6
Data,1431.0, 400.57,-10.92,43.30,  6.63, 83.76, 40.57837,-105.02226, 7471.7, 6
Data,1432.0, 400.29,-10.99,43.20,  6.88, 85.20, 40.57837,-105.02218, 7476.1, 6
Data,1433.0, 400.08,-11.00,43.10,  6.81, 83.45, 40.57837,-105.02209, 7481.1, 6
Data,1434.0, 399.80,-11.06,43.00,  6.81, 82.54, 40.57838,-105.02201, 7486.2, 6
Data,1435.0, 399.53,-11.09,43.00,  6.77, 82.59, 40.57839,-105.02193, 7490.7, 6
Data,1436.0, 399.27,-11.16,43.00,  6.74, 79.93, 40.57840,-105.02185, 7495.2, 6
Data,1437.0, 399.06,-11.21,42.90,  6.82, 79.90, 40.57841,-105.02177, 7499.7, 6
Data,1438.0, 398.85,-11.24,42.90,  6.77, 83.94, 40.57841,-105.02169, 7504.5, 6
Data,1439.0, 398.60,-11.26,42.80,  6.65, 87.97, 40.57841,-105.02160, 7509.7, 6
Data,1440.0, 398.39,-11.28,42.80,  5.63, 89.36, 40.57841,-105.02154, 7513.6, 6
Data,1441.0, 398.10,-11.30,42.80,  5.24, 91.12, 40.57841,-105.02147, 7517.9, 6
Data,1442.0, 397.87,-11.33,42.80,  5.72, 87.77, 40.57841,-105.02141, 7522.7, 6
Data,1443.0, 397.63,-11.41,42.90,  6.49, 87.54, 40.57841,-105.02133, 7527.1, 6
Data,1445.0, 397.10,-11.47,42.80,  6.18, 84.06, 40.57842,-105.02118, 7537.1, 6
Data,1446.0, 396.87,-11.52,42.90,  6.46, 81.41, 40.57843,-105.02110, 7541.0, 6
Data,1447.0, 396.63,-11.55,42.90,  7.12, 81.67, 40.57844,-105.02102, 7545.7, 6
Data,1448.0, 396.38,-11.58,42.90,  6.82, 86.43, 40.57844,-105.02093, 7551.1, 6
Data,1449.0, 396.14,-11.60,42.90,  6.56, 89.16, 40.57844,-105.02085, 7555.6, 5
Data,1450.0, 395.92,-11.60,43.00,  6.01, 89.27, 40.57844,-105.02078, 7559.7, 5
Data,1451.0, 395.69,-11.66,43.00,  6.62, 88.10, 40.57844,-105.02070, 7564.1, 6
Data,1453.0, 395.22,-11.74,43.00,  6.32, 90.80, 40.57844,-105.02054, 7574.1, 5
Data,1454.0, 395.01,-11.75,43.10,  6.23, 89.64, 40.57844,-105.02047, 7578.4, 6
Data,1455.0, 394.80,-11.77,43.10,  6.86, 85.38, 40.57844,-105.02039, 7583.1, 6
Data,1456.0, 394.52,-11.83,43.20,  6.68, 86.96, 40.57844,-105.02031, 7587.3, 6
Data,1457.0, 394.35,-11.84,43.20,  6.92, 88.91, 40.57844,-105.02023, 7592.1, 6
Data,1458.0, 394.15,-11.85,43.30,  6.46, 89.54, 40.57844,-105.02015, 7596.4, 6
Data,1459.0, 393.96,-11.85,43.30,  6.23, 87.50, 40.57845,-105.02007, 7600.0, 6
Data,1460.0, 393.70,-11.90,43.30,  6.35, 89.19, 40.57844,-105.02000, 7604.3, 6
Data,1461.0, 393.47,-11.88,43.30,  6.40, 91.43, 40.57844,-105.01992, 7607.3, 6
Data,1462.0, 393.27,-11.87,43.40,  5.99, 91.05, 40.57844,-105.01985, 7610.9, 6
Data,1463.0, 393.07,-11.90,43.40,  6.35, 90.86, 40.57843,-105.01978, 7614.6, 6
Data,1464.0, 392.87,-11.95,43.40,  6.18, 90.70, 40.57843,-105.01969, 7619.7, 6
Data,1465.0, 392.66,-11.98,43.40,  6.23, 92.43, 40.57843,-105.01962, 7623.5, 6
Data,1466.0, 392.46,-11.97,43.40,  6.24, 90.79, 40.57842,-105.01955, 7628.2, 6
Data,1467.0, 392.20,-12.02,43.40,  6.84, 90.82, 40.57842,-105.01946, 7631.7, 6
Data,1468.0, 392.03,-12.00,43.50,  6.68, 87.97, 40.57841,-105.01938, 7636.3, 6
Data,1469.0, 391.81,-12.02,43.50,  6.88, 88.28, 40.57842,-105.01930, 7639.7, 6
Data,1471.0, 391.39,-12.14,43.50,  6.38, 84.65, 40.57842,-105.01914, 7649.3, 6
Data,1472.0, 391.21,-12.16,43.60,  6.23, 82.08, 40.57843,-105.01907, 7653.0, 6
Data,1474.0, 390.73,-12.19,43.60,  6.30, 81.21, 40.57845,-105.01891, 7661.4, 6
Data,1475.0, 390.53,-12.27,43.70,  6.03, 78.05, 40.57846,-105.01884, 7665.9, 6
Data,1476.0, 390.26,-12.28,43.70,  6.49, 77.00, 40.57847,-105.01877, 7670.0, 6
Data,1477.0, 390.00,-12.26,43.70,  6.73, 78.37, 40.57848,-105.01869, 7674.3, 6
Data,1478.0, 389.76,-12.30,43.70,  6.09, 77.89, 40.57849,-105.01861, 7679.1, 6
Data,1479.0, 389.58,-12.33,43.70,  6.13, 77.98, 40.57850,-105.01854, 7683.0, 6
Data,1480.0, 389.38,-12.36,43.70,  6.59, 78.50, 40.57852,-105.01847, 7686.6, 6
Data,1481.0, 389.15,-12.44,43.60,  6.45, 77.57, 40.57853,-105.01839, 7691.1, 6
Data,1482.0, 388.95,-12.46,43.50,  6.74, 78.92, 40.57854,-105.01831, 7695.2, 6
Data,1483.0, 388.72,-12.48,43.30,  7.21, 86.52, 40.57854,-105.01822, 7699.6, 6
Data,1484.0, 388.53,-12.50,43.20,  7.02, 86.76, 40.57855,-105.01814, 7703.2, 6
Data,1485.0, 388.31,-12.55,43.00,  6.75, 86.31, 40.57855,-105.01806, 7707.2, 6
Data,1486.0, 388.14,-12.58,42.80,  7.36, 81.84, 40.57856,-105.01797, 7711.6, 6
Data,1487.0, 387.88,-12.60,42.50,  7.36, 83.61, 40.57856,-105.01788, 7716.4, 6
Data,1488.0, 387.68,-12.61,42.30,  7.18, 84.07, 40.57857,-105.01780, 7720.2, 6
Data,1489.0, 387.49,-12.66,42.20,  7.16, 81.45, 40.57858,-105.01771, 7724.0, 6
Data,1490.0, 387.28,-12.69,42.00,  7.95, 80.05, 40.57859,-105.01762, 7727.9, 6
Data,1491.0, 387.08,-12.69,41.80,  8.13, 80.87, 40.57860,-105.01752, 7732.3, 6
Data,1493.0, 386.69,-12.70,41.50,  7.61, 83.40, 40.57861,-105.01734, 7741.0, 6
Data,1494.0, 386.43,-12.71,41.40,  7.71, 82.84, 40.57862,-105.01725, 7744.1, 6
Data,1495.0, 386.29,-12.71,41.20,  7.98, 83.18, 40.57863,-105.01715, 7748.1, 6
Data,1496.0, 386.10,-12.75,41.10,  8.06, 87.01, 40.57863,-105.01706, 7751.5, 6
Data,1497.0, 385.92,-12.73,41.00,  8.62, 87.55, 40.57864,-105.01696, 7754.9, 6
Data,1498.0, 385.66,-12.76,40.80,  8.55, 85.23, 40.57864,-105.01685, 7758.6, 6
Data,1500.0, 385.30,-12.78,40.50,  8.02, 83.51, 40.57865,-105.01666, 7766.9, 6
Data,1501.0, 385.10,-12.80,40.40,  7.88, 81.15, 40.57866,-105.01657, 7769.6, 6
Data,1502.0, 384.94,-12.82,40.20,  7.53, 78.36, 40.57868,-105.01648, 7772.9, 6
Data,1503.0, 384.75,-12.92,40.10,  7.89, 78.18, 40.57869,-105.01638, 7776.5, 6
Data,1504.0, 384.54,-12.92,40.00,  8.42, 80.88, 40.57870,-105.01629, 7779.8, 6
Data,1505.0, 384.38,-12.96,39.80,  8.12, 83.03, 40.57872,-105.01619, 7783.1, 6
Data,1506.0, 384.20,-12.96,39.70,  7.65, 89.56, 40.57872,-105.01610, 7787.0, 6
Data,1507.0, 383.99,-12.96,39.60,  7.70, 81.45, 40.57873,-105.01600, 7790.7, 6
Data,1508.0, 383.82,-13.01,39.50,  8.83, 81.36, 40.57874,-105.01591, 7793.9, 6
Data,1510.0, 383.45,-13.06,39.20,  7.97, 81.34, 40.57876,-105.01570, 7801.5, 6
Data,1511.0, 383.22,-13.08,39.10,  8.03, 73.17, 40.57878,-105.01561, 7805.1, 6
Data,1512.0, 382.99,-13.09,39.00,  9.00, 72.83, 40.57880,-105.01552, 7808.2, 6
Data,1513.0, 382.79,-13.09,38.90,  9.01, 71.99, 40.57882,-105.01541, 7812.5, 6
Data,1514.0, 382.62,-13.13,38.80,  8.16, 75.02, 40.57884,-105.01531, 7817.0, 6
Data,1515.0, 382.41,-13.14,38.70,  7.74, 87.89, 40.57885,-105.01522, 7820.4, 6
Data,1516.0, 382.20,-13.19,38.70,  7.30, 79.86, 40.57886,-105.01513, 7824.4, 6
Data,1517.0, 382.02,-13.21,38.60,  7.33, 79.76, 40.57887,-105.01504, 7828.8, 6
Data,1518.0, 381.86,-13.22,38.60,  8.04, 78.57, 40.57888,-105.01495, 7832.6, 6
Data,1520.0, 381.46,-13.30,38.40,  7.67, 83.56, 40.57890,-105.01476, 7839.2, 6
Data,1521.0, 381.27,-13.34,38.40,  7.64, 76.47, 40.57891,-105.01467, 7843.5, 6
Data,1522.0, 381.07,-13.36,38.30,  8.59, 75.02, 40.57894,-105.01458, 7847.0, 6
Data,1524.0, 380.67,-13.39,38.30,  7.90, 78.09, 40.57897,-105.01438, 7855.7, 6
Data,1525.0, 380.52,-13.43,38.20,  7.78, 73.96, 40.57899,-105.01429, 7858.5, 6
Data,1526.0, 380.35,-13.47,38.20,  8.86, 74.98, 40.57901,-105.01420, 7861.6, 6
Data,1527.0, 380.21,-13.43,38.10,  8.42, 80.01, 40.57902,-105.01410, 7864.2, 6
Data,1528.0, 379.93,-13.48,38.20,  7.84, 73.69, 40.57904,-105.01401, 7867.7, 6
Data,1529.0, 379.75,-13.53,38.10,  8.26, 71.84, 40.57906,-105.01392, 7871.3, 6
Data,1531.0, 379.41,-13.53,38.10,  8.45, 75.54, 40.57910,-105.01372, 7878.6, 6
Data,1532.0, 379.25,-13.55,38.10,  8.56, 70.24, 40.57912,-105.01362, 7882.2, 6
Data,1533.0, 379.06,-13.59,38.10,  9.61, 71.45, 40.57915,-105.01352, 7885.1, 6
Data,1534.0, 378.90,-13.61,38.10,  8.70, 72.12, 40.57917,-105.01341, 7889.1, 6
Data,1535.0, 378.71,-13.62,38.00,  8.36, 83.01, 40.57919,-105.01332, 7892.1, 6
Data,1536.0, 378.50,-13.66,38.10,  8.06, 72.94, 40.57921,-105.01322, 7894.9, 6
Data,1537.0, 378.32,-13.75,38.00,  8.62, 72.53, 40.57923,-105.01313, 7899.1, 6
Data,1538.0, 378.07,-13.79,38.00,  8.65, 75.15, 40.57926,-105.01303, 7902.9, 6
Data,1539.0, 377.82,-13.90,37.90,  8.51, 72.31, 40.57927,-105.01292, 7907.6, 6
Data,1540.0, 377.63,-13.93,38.00,  8.45, 75.26, 40.57929,-105.01283, 7912.1, 6
Data,1541.0, 377.42,-13.95,37.90,  8.62, 69.53, 40.57932,-105.01273, 7916.5, 6
Data,1543.0, 376.95,-14.07,37.60,  7.93, 66.90, 40.57937,-105.01254, 7924.6, 6
Data,1544.0, 376.69,-14.20,37.50,  8.07, 64.35, 40.57940,-105.01245, 7930.2, 6
Data,1545.0, 376.36,-14.27,37.40,  8.38, 59.37, 40.57944,-105.01237, 7935.8, 6
Data,1547.0, 375.90,-14.36,37.20,  8.68, 71.79, 40.57950,-105.01218, 7947.0, 6
Data,1548.0, 375.70,-14.42,37.10,  9.20, 72.83, 40.57952,-105.01207, 7951.2, 6
Data,1549.0, 375.34,-14.51,36.80,  9.82, 75.30, 40.57955,-105.01196, 7956.2, 6
Data,1550.0, 375.07,-14.63,36.50,  9.72, 69.80, 40.57957,-105.01185, 7962.0, 6
Data,1551.0, 374.76,-14.71,36.30,  9.44, 71.37, 40.57960,-105.01174, 7967.6, 6
Data,1552.0, 374.54,-14.80,36.00,  8.64, 59.22, 40.57963,-105.01165, 7974.0, 6
Data,1553.0, 374.31,-14.94,35.80,  8.31, 61.81, 40.57967,-105.01156, 7979.2, 6
